Id,UTC,UTCMilliseconds,PCLocalTime,PCTime,UpdateOf,Species,Volume,Channels,Comment,Potential_for_screening
203,2021-08-12 22:11:02.011,11,2021-08-12 19:11:02.011,2021-08-12 22:11:02.011,0,NBW                                               ,2,3,,
204,2021-08-12 22:11:20.713,713,2021-08-12 19:11:20.713,2021-08-12 22:11:20.713,0,NBW                                               ,3,3,,
205,2021-08-12 22:11:30.177,177,2021-08-12 19:11:30.177,2021-08-12 22:11:30.177,0,Dolphin Whistles                                  ,2,3,,
206,2021-08-12 22:11:44.505,505,2021-08-12 19:11:44.505,2021-08-12 22:11:44.505,0,,-1,3,stopped for dinner in fog                         ,
207,2021-08-12 22:27:59.562,562,2021-08-12 19:27:59.562,2021-08-12 22:27:59.562,0,Dolphin Whistles                                  ,4,3,,
208,2021-08-12 22:31:33.465,465,2021-08-12 19:31:33.465,2021-08-12 22:31:33.465,0,Dolphin Whistles                                  ,5,3,,
209,2021-08-12 22:31:35.829,829,2021-08-12 19:31:35.829,2021-08-12 22:31:35.829,0,Dolphin Clicks                                    ,5,3,,
210,2021-08-12 22:32:21.633,633,2021-08-12 19:32:21.633,2021-08-12 22:32:21.633,0,,-1,3,lots of buzzing and whistling                     ,yes
211,2021-08-12 22:38:49.475,475,2021-08-12 19:38:49.475,2021-08-12 22:38:49.475,0,Dolphin Clicks                                    ,3,3,,
212,2021-08-12 22:38:51.856,856,2021-08-12 19:38:51.856,2021-08-12 22:38:51.856,0,Dolphin Clicks                                    ,5,3,,
213,2021-08-12 22:38:53.165,165,2021-08-12 19:38:53.165,2021-08-12 22:38:53.165,0,Dolphin Whistles                                  ,5,3,,
214,2021-08-12 23:05:37.449,449,2021-08-12 20:05:37.449,2021-08-12 23:05:37.449,0,Dolphin Clicks                                    ,5,3,,
215,2021-08-12 23:05:38.426,426,2021-08-12 20:05:38.426,2021-08-12 23:05:38.426,0,Dolphin Whistles                                  ,5,3,,
216,2021-08-13 10:34:32.692,692,2021-08-13 07:34:32.692,2021-08-13 10:34:32.692,0,Dolphin Clicks                                    ,3,3,,
217,2021-08-13 10:34:33.862,862,2021-08-13 07:34:33.862,2021-08-13 10:34:33.862,0,Dolphin Whistles                                  ,3,3,,
218,2021-08-13 11:14:21.555,555,2021-08-13 08:14:21.555,2021-08-13 11:14:21.555,0,Dolphin Whistles                                  ,2,3,,
219,2021-08-13 11:14:23.307,307,2021-08-13 08:14:23.307,2021-08-13 11:14:23.307,0,Dolphin Clicks                                    ,2,3,,
220,2021-08-13 11:14:24.955,955,2021-08-13 08:14:24.955,2021-08-13 11:14:24.955,0,Ship Noise                                        ,0,3,,
221,2021-08-13 11:14:25.876,876,2021-08-13 08:14:25.876,2021-08-13 11:14:25.876,0,Airguns                                           ,0,3,,
222,2021-08-13 11:14:26.797,797,2021-08-13 08:14:26.797,2021-08-13 11:14:26.797,0,Other Noise                                       ,0,3,,
223,2021-08-13 11:14:28.566,566,2021-08-13 08:14:28.566,2021-08-13 11:14:28.566,0,Sperm Whale                                       ,0,3,,
224,2021-08-13 11:14:33.000,0,2021-08-13 08:14:33.000,2021-08-13 11:14:33.000,0,NBW                                               ,0,3,,
225,2021-08-13 11:32:54.331,331,2021-08-13 08:32:54.331,2021-08-13 11:32:54.331,0,Other Noise                                       ,3,3,,
226,2021-08-13 11:33:32.435,435,2021-08-13 08:33:32.435,2021-08-13 11:33:32.435,0,Other Noise                                       ,3,3,Clicks and tonal sounds with harmonics -- presume ,
227,2021-08-13 12:31:00.933,933,2021-08-13 09:31:00.933,2021-08-13 12:31:00.933,0,Dolphin Clicks                                    ,3,3,,
228,2021-08-13 12:31:23.800,800,2021-08-13 09:31:23.800,2021-08-13 12:31:23.800,0,Dolphin Whistles                                  ,1,3,,
229,2021-08-13 12:43:48.506,506,2021-08-13 09:43:48.506,2021-08-13 12:43:48.506,0,,-1,3,pilot whales                                      ,
230,2021-08-13 12:43:54.619,619,2021-08-13 09:43:54.619,2021-08-13 12:43:54.619,0,Dolphin Clicks                                    ,5,3,,
231,2021-08-13 12:43:57.506,506,2021-08-13 09:43:57.506,2021-08-13 12:43:57.506,0,Dolphin Whistles                                  ,5,3,,
232,2021-08-13 13:11:54.204,204,2021-08-13 10:11:54.204,2021-08-13 13:11:54.204,0,Dolphin Clicks                                    ,1,3,,
233,2021-08-13 13:29:50.950,950,2021-08-13 10:29:50.950,2021-08-13 13:29:50.950,0,NBW                                               ,1,3,,
234,2021-08-13 13:29:52.784,784,2021-08-13 10:29:52.784,2021-08-13 13:29:52.784,0,Sperm Whale                                       ,0,3,,
235,2021-08-13 13:29:54.885,885,2021-08-13 10:29:54.885,2021-08-13 13:29:54.885,0,Dolphin Clicks                                    ,1,3,,
236,2021-08-13 13:29:56.805,805,2021-08-13 10:29:56.805,2021-08-13 13:29:56.806,0,Dolphin Whistles                                  ,1,3,,
237,2021-08-13 13:29:58.170,170,2021-08-13 10:29:58.170,2021-08-13 13:29:58.170,0,Ship Noise                                        ,0,3,,
238,2021-08-13 13:29:59.420,420,2021-08-13 10:29:59.420,2021-08-13 13:29:59.420,0,Airguns                                           ,0,3,,
239,2021-08-13 13:30:04.496,496,2021-08-13 10:30:04.496,2021-08-13 13:30:04.496,0,,-1,3,pilot whistles                                    ,
240,2021-08-13 14:02:42.910,910,2021-08-13 11:02:42.910,2021-08-13 14:02:42.910,0,NBW                                               ,2,3,,
241,2021-08-13 14:02:47.410,410,2021-08-13 11:02:47.410,2021-08-13 14:02:47.411,0,Dolphin Whistles                                  ,0,3,,
242,2021-08-13 14:02:48.498,498,2021-08-13 11:02:48.498,2021-08-13 14:02:48.498,0,Ship Noise                                        ,0,3,,
243,2021-08-13 14:02:49.331,331,2021-08-13 11:02:49.331,2021-08-13 14:02:49.331,0,Airguns                                           ,0,3,,
244,2021-08-13 14:03:02.431,431,2021-08-13 11:03:02.431,2021-08-13 14:03:02.431,0,Other Noise                                       ,2,3,pilot whistles                                    ,
245,2021-08-13 14:07:42.668,668,2021-08-13 11:07:42.668,2021-08-13 14:07:42.668,0,NBW                                               ,4,3,,
246,2021-08-13 14:09:35.335,335,2021-08-13 11:09:35.335,2021-08-13 14:09:35.335,0,NBW                                               ,3,3,possible doublets in the file                     ,yes
247,2021-08-13 14:30:47.550,550,2021-08-13 11:30:47.550,2021-08-13 14:30:47.550,0,NBW                                               ,1,3,,
248,2021-08-13 14:30:48.815,815,2021-08-13 11:30:48.815,2021-08-13 14:30:48.815,0,Sperm Whale                                       ,0,3,,
249,2021-08-13 14:30:50.813,813,2021-08-13 11:30:50.813,2021-08-13 14:30:50.813,0,Dolphin Clicks                                    ,1,3,,
250,2021-08-13 14:30:53.464,464,2021-08-13 11:30:53.464,2021-08-13 14:30:53.464,0,Dolphin Whistles                                  ,3,3,,
251,2021-08-13 14:30:55.398,398,2021-08-13 11:30:55.398,2021-08-13 14:30:55.398,0,Ship Noise                                        ,0,3,,
252,2021-08-13 14:30:59.528,528,2021-08-13 11:30:59.528,2021-08-13 14:30:59.528,0,Ship Noise                                        ,3,3,,
253,2021-08-13 14:31:00.294,294,2021-08-13 11:31:00.294,2021-08-13 14:31:00.294,0,Airguns                                           ,0,3,,
254,2021-08-13 14:31:00.669,669,2021-08-13 11:31:00.669,2021-08-13 14:31:00.669,0,Airguns                                           ,0,3,,
255,2021-08-13 14:31:01.830,830,2021-08-13 11:31:01.830,2021-08-13 14:31:01.830,0,Other Noise                                       ,0,3,,
256,2021-08-13 15:04:16.390,390,2021-08-13 12:04:16.390,2021-08-13 15:04:16.390,0,NBW                                               ,2,3,,
257,2021-08-13 15:04:17.618,618,2021-08-13 12:04:17.618,2021-08-13 15:04:17.618,0,Sperm Whale                                       ,0,3,,
258,2021-08-13 15:04:18.705,705,2021-08-13 12:04:18.705,2021-08-13 15:04:18.705,0,Dolphin Clicks                                    ,0,3,,
259,2021-08-13 15:04:21.124,124,2021-08-13 12:04:21.124,2021-08-13 15:04:21.124,0,Ship Noise                                        ,0,3,,
260,2021-08-13 15:04:21.935,935,2021-08-13 12:04:21.935,2021-08-13 15:04:21.935,0,Airguns                                           ,0,3,,
261,2021-08-13 15:04:33.486,486,2021-08-13 12:04:33.486,2021-08-13 15:04:33.486,0,Other Noise                                       ,2,3,pilot whistles                                    ,
262,2021-08-13 15:28:03.680,680,2021-08-13 12:28:03.680,2021-08-13 15:28:03.680,0,NBW                                               ,0,3,,
263,2021-08-13 15:28:04.931,931,2021-08-13 12:28:04.931,2021-08-13 15:28:04.931,0,Sperm Whale                                       ,0,3,,
264,2021-08-13 15:28:06.063,63,2021-08-13 12:28:06.063,2021-08-13 15:28:06.063,0,Dolphin Clicks                                    ,0,3,,
265,2021-08-13 15:28:06.928,928,2021-08-13 12:28:06.928,2021-08-13 15:28:06.928,0,Dolphin Whistles                                  ,0,3,,
266,2021-08-13 15:28:11.248,248,2021-08-13 12:28:11.248,2021-08-13 15:28:11.248,0,Ship Noise                                        ,0,3,,
267,2021-08-13 15:28:12.298,298,2021-08-13 12:28:12.298,2021-08-13 15:28:12.298,0,Airguns                                           ,0,3,,
268,2021-08-13 15:28:16.877,877,2021-08-13 12:28:16.877,2021-08-13 15:28:16.877,0,Other Noise                                       ,0,3,,
269,2021-08-13 15:59:30.156,156,2021-08-13 12:59:30.156,2021-08-13 15:59:30.156,0,NBW                                               ,0,3,,
270,2021-08-13 15:59:31.065,65,2021-08-13 12:59:31.065,2021-08-13 15:59:31.065,0,Sperm Whale                                       ,0,3,,
271,2021-08-13 15:59:32.011,11,2021-08-13 12:59:32.011,2021-08-13 15:59:32.011,0,Dolphin Clicks                                    ,0,3,,
272,2021-08-13 15:59:33.845,845,2021-08-13 12:59:33.845,2021-08-13 15:59:33.845,0,Dolphin Whistles                                  ,0,3,,
273,2021-08-13 15:59:34.768,768,2021-08-13 12:59:34.768,2021-08-13 15:59:34.768,0,Ship Noise                                        ,0,3,,
274,2021-08-13 15:59:35.580,580,2021-08-13 12:59:35.580,2021-08-13 15:59:35.580,0,Airguns                                           ,0,3,,
275,2021-08-13 15:59:36.587,587,2021-08-13 12:59:36.587,2021-08-13 15:59:36.587,0,Other Noise                                       ,0,3,,
276,2021-08-13 16:31:09.159,159,2021-08-13 13:31:09.159,2021-08-13 16:31:09.159,0,NBW                                               ,0,3,,
277,2021-08-13 16:31:10.245,245,2021-08-13 13:31:10.245,2021-08-13 16:31:10.245,0,Sperm Whale                                       ,0,3,,
278,2021-08-13 16:31:11.742,742,2021-08-13 13:31:11.742,2021-08-13 16:31:11.742,0,Dolphin Clicks                                    ,0,3,,
279,2021-08-13 16:31:12.687,687,2021-08-13 13:31:12.687,2021-08-13 16:31:12.687,0,Dolphin Whistles                                  ,0,3,,
280,2021-08-13 16:31:15.694,694,2021-08-13 13:31:15.694,2021-08-13 16:31:15.694,0,Ship Noise                                        ,0,3,,
281,2021-08-13 16:31:16.527,527,2021-08-13 13:31:16.527,2021-08-13 16:31:16.527,0,Airguns                                           ,0,3,,
282,2021-08-13 16:31:17.941,941,2021-08-13 13:31:17.941,2021-08-13 16:31:17.941,0,Other Noise                                       ,0,3,,
283,2021-08-13 17:07:04.876,876,2021-08-13 14:07:04.876,2021-08-13 17:07:04.876,0,NBW                                               ,0,3,,
284,2021-08-13 17:10:02.527,527,2021-08-13 14:10:02.527,2021-08-13 17:10:02.527,0,Sperm Whale                                       ,0,3,,
285,2021-08-13 17:10:04.460,460,2021-08-13 14:10:04.460,2021-08-13 17:10:04.460,0,Dolphin Clicks                                    ,0,3,,
286,2021-08-13 17:10:17.302,302,2021-08-13 14:10:17.302,2021-08-13 17:10:17.302,0,Dolphin Whistles                                  ,0,3,,
287,2021-08-13 17:10:18.151,151,2021-08-13 14:10:18.151,2021-08-13 17:10:18.151,0,Ship Noise                                        ,0,3,,
288,2021-08-13 17:10:18.850,850,2021-08-13 14:10:18.850,2021-08-13 17:10:18.850,0,Airguns                                           ,0,3,,
289,2021-08-13 17:10:21.341,341,2021-08-13 14:10:21.341,2021-08-13 17:10:21.341,0,Other Noise                                       ,2,3,,
290,2021-08-13 17:10:36.158,158,2021-08-13 14:10:36.158,2021-08-13 17:10:36.158,0,,-1,3,pilot whistles                                    ,
291,2021-08-13 17:33:28.688,688,2021-08-13 14:33:28.688,2021-08-13 17:33:28.688,0,Dolphin Clicks                                    ,5,3,,
292,2021-08-13 17:33:30.363,363,2021-08-13 14:33:30.363,2021-08-13 17:33:30.363,0,Dolphin Whistles                                  ,4,3,,
293,2021-08-13 17:53:51.577,577,2021-08-13 14:53:51.577,2021-08-13 17:53:51.577,0,NBW                                               ,2,3,,
294,2021-08-13 17:54:24.781,781,2021-08-13 14:54:24.781,2021-08-13 17:54:24.781,0,Dolphin Whistles                                  ,2,3,,
295,2021-08-13 17:57:04.967,967,2021-08-13 14:57:04.967,2021-08-13 17:57:04.967,0,NBW                                               ,4,3,,
296,2021-08-13 17:57:12.579,579,2021-08-13 14:57:12.579,2021-08-13 17:57:12.579,0,,-1,3,doublets?                                         ,yes
297,2021-08-13 18:08:13.597,597,2021-08-13 15:08:13.597,2021-08-13 18:08:13.597,0,Dolphin Clicks                                    ,2,3,,
298,2021-08-13 18:33:09.872,872,2021-08-13 15:33:09.872,2021-08-13 18:33:09.872,0,NBW                                               ,0,3,,
299,2021-08-13 18:33:10.737,737,2021-08-13 15:33:10.737,2021-08-13 18:33:10.737,0,Sperm Whale                                       ,0,3,,
300,2021-08-13 18:33:11.597,597,2021-08-13 15:33:11.597,2021-08-13 18:33:11.597,0,Dolphin Clicks                                    ,0,3,,
301,2021-08-13 18:33:12.442,442,2021-08-13 15:33:12.442,2021-08-13 18:33:12.442,0,Dolphin Whistles                                  ,0,3,,
302,2021-08-13 18:33:13.271,271,2021-08-13 15:33:13.271,2021-08-13 18:33:13.271,0,Ship Noise                                        ,0,3,,
303,2021-08-13 18:33:14.321,321,2021-08-13 15:33:14.321,2021-08-13 18:33:14.321,0,Airguns                                           ,0,3,,
304,2021-08-13 19:03:13.474,474,2021-08-13 16:03:13.474,2021-08-13 19:03:13.474,0,Dolphin Clicks                                    ,2,3,,
305,2021-08-13 19:03:14.323,323,2021-08-13 16:03:14.323,2021-08-13 19:03:14.323,0,Dolphin Whistles                                  ,1,3,,
306,2021-08-13 19:20:16.804,804,2021-08-13 16:20:16.804,2021-08-13 19:20:16.804,0,NBW                                               ,2,3,"saw bottlenose, going after them                  ",
307,2021-08-13 19:36:34.603,603,2021-08-13 16:36:34.603,2021-08-13 19:36:34.603,0,NBW                                               ,2,3,,
308,2021-08-13 19:36:35.588,588,2021-08-13 16:36:35.588,2021-08-13 19:36:35.588,0,Sperm Whale                                       ,0,3,,
309,2021-08-13 19:36:37.139,139,2021-08-13 16:36:37.139,2021-08-13 19:36:37.139,0,Dolphin Whistles                                  ,0,3,,
310,2021-08-13 19:36:37.934,934,2021-08-13 16:36:37.934,2021-08-13 19:36:37.934,0,Ship Noise                                        ,0,3,,
311,2021-08-13 19:36:38.746,746,2021-08-13 16:36:38.746,2021-08-13 19:36:38.746,0,Airguns                                           ,0,3,,
312,2021-08-13 21:14:47.355,355,2021-08-13 18:14:47.355,2021-08-13 21:14:47.355,0,Other Noise                                       ,0,3,,
313,2021-08-14 09:30:09.082,82,2021-08-14 06:30:09.082,2021-08-14 09:30:09.082,0,NBW                                               ,1,3,,
314,2021-08-14 09:30:11.618,618,2021-08-14 06:30:11.618,2021-08-14 09:30:11.618,0,Sperm Whale                                       ,0,3,,
315,2021-08-14 09:30:12.931,931,2021-08-14 06:30:12.931,2021-08-14 09:30:12.931,0,Dolphin Clicks                                    ,0,3,,
316,2021-08-14 09:30:15.768,768,2021-08-14 06:30:15.768,2021-08-14 09:30:15.768,0,Ship Noise                                        ,0,3,,
317,2021-08-14 09:30:20.498,498,2021-08-14 06:30:20.498,2021-08-14 09:30:20.498,0,Ship Noise                                        ,4,3,,
318,2021-08-14 09:30:28.519,519,2021-08-14 06:30:28.519,2021-08-14 09:30:28.519,0,Airguns                                           ,0,3,engine on                                         ,
319,2021-08-14 09:30:38.145,145,2021-08-14 06:30:38.145,2021-08-14 09:30:38.145,0,Other Noise                                       ,0,3,,
320,2021-08-14 10:02:09.962,962,2021-08-14 07:02:09.962,2021-08-14 10:02:09.962,0,NBW                                               ,0,3,,
321,2021-08-14 10:02:11.031,31,2021-08-14 07:02:11.031,2021-08-14 10:02:11.031,0,Sperm Whale                                       ,0,3,,
322,2021-08-14 10:02:12.587,587,2021-08-14 07:02:12.587,2021-08-14 10:02:12.587,0,Dolphin Clicks                                    ,2,3,,
323,2021-08-14 10:02:13.707,707,2021-08-14 07:02:13.707,2021-08-14 10:02:13.707,0,Dolphin Whistles                                  ,2,3,,
324,2021-08-14 10:02:15.086,86,2021-08-14 07:02:15.086,2021-08-14 10:02:15.086,0,Ship Noise                                        ,0,3,,
325,2021-08-14 10:02:21.215,215,2021-08-14 07:02:21.215,2021-08-14 10:02:21.215,0,Ship Noise                                        ,4,3,,
326,2021-08-14 10:02:22.439,439,2021-08-14 07:02:22.439,2021-08-14 10:02:22.439,0,Airguns                                           ,0,3,,
327,2021-08-14 10:02:23.803,803,2021-08-14 07:02:23.803,2021-08-14 10:02:23.803,0,Other Noise                                       ,0,3,,
328,2021-08-14 10:02:27.322,322,2021-08-14 07:02:27.322,2021-08-14 10:02:27.322,0,,-1,3,engine on                                         ,
329,2021-08-14 10:30:28.271,271,2021-08-14 07:30:28.271,2021-08-14 10:30:28.271,0,NBW                                               ,1,3,,
330,2021-08-14 10:30:33.500,500,2021-08-14 07:30:33.500,2021-08-14 10:30:33.500,0,Ship Noise                                        ,4,3,,
331,2021-08-14 10:31:44.960,960,2021-08-14 07:31:44.960,2021-08-14 10:31:44.960,0,,-1,3,engine on and engaged                             ,
332,2021-08-14 11:05:21.897,897,2021-08-14 08:05:21.897,2021-08-14 11:05:21.897,0,NBW                                               ,4,3,,
333,2021-08-14 11:05:46.095,95,2021-08-14 08:05:46.095,2021-08-14 11:05:46.095,0,Sperm Whale                                       ,0,3,,
334,2021-08-14 11:05:49.973,973,2021-08-14 08:05:49.973,2021-08-14 11:05:49.973,0,Dolphin Clicks                                    ,1,3,,
335,2021-08-14 11:05:51.349,349,2021-08-14 08:05:51.349,2021-08-14 11:05:51.349,0,Dolphin Whistles                                  ,1,3,,
336,2021-08-14 11:05:52.763,763,2021-08-14 08:05:52.763,2021-08-14 11:05:52.763,0,Ship Noise                                        ,0,3,,
337,2021-08-14 11:05:53.992,992,2021-08-14 08:05:53.992,2021-08-14 11:05:53.992,0,Airguns                                           ,0,3,,
338,2021-08-14 11:05:57.850,850,2021-08-14 08:05:57.850,2021-08-14 11:05:57.850,0,Other Noise                                       ,0,3,,
339,2021-08-14 11:06:02.799,799,2021-08-14 08:06:02.799,2021-08-14 11:06:02.799,0,,-1,3,soweby's around                                   ,
340,2021-08-14 12:03:10.494,494,2021-08-14 09:03:10.494,2021-08-14 12:03:10.494,0,NBW                                               ,0,3,,
341,2021-08-14 12:03:11.372,372,2021-08-14 09:03:11.372,2021-08-14 12:03:11.372,0,Sperm Whale                                       ,0,3,,
342,2021-08-14 12:03:12.212,212,2021-08-14 09:03:12.212,2021-08-14 12:03:12.212,0,Dolphin Clicks                                    ,0,3,,
343,2021-08-14 12:03:14.011,11,2021-08-14 09:03:14.011,2021-08-14 12:03:14.011,0,Dolphin Whistles                                  ,2,3,,
344,2021-08-14 12:03:16.999,999,2021-08-14 09:03:16.999,2021-08-14 12:03:16.999,0,Ship Noise                                        ,0,3,,
345,2021-08-14 12:03:17.781,781,2021-08-14 09:03:17.781,2021-08-14 12:03:17.781,0,Airguns                                           ,0,3,,
346,2021-08-14 12:03:18.717,717,2021-08-14 09:03:18.717,2021-08-14 12:03:18.717,0,Other Noise                                       ,0,3,,
347,2021-08-14 13:41:09.407,407,2021-08-14 10:41:09.407,2021-08-14 13:41:09.407,0,Dolphin Clicks                                    ,4,3,,
348,2021-08-14 14:06:34.718,718,2021-08-14 11:06:34.718,2021-08-14 14:06:34.718,0,Dolphin Clicks                                    ,3,3,,
349,2021-08-14 14:31:41.521,521,2021-08-14 11:31:41.521,2021-08-14 14:31:41.521,0,NBW                                               ,3,3,,
350,2021-08-14 14:31:49.160,160,2021-08-14 11:31:49.160,2021-08-14 14:31:49.160,0,,-1,3,possible NBW patterns                             ,yes
351,2021-08-14 15:02:28.554,554,2021-08-14 12:02:28.554,2021-08-14 15:02:28.554,0,Dolphin Clicks                                    ,2,3,,
352,2021-08-14 15:35:33.450,450,2021-08-14 12:35:33.450,2021-08-14 15:35:33.450,0,NBW                                               ,2,3,,
353,2021-08-14 15:35:34.280,280,2021-08-14 12:35:34.280,2021-08-14 15:35:34.280,0,Sperm Whale                                       ,0,3,,
354,2021-08-14 15:35:35.589,589,2021-08-14 12:35:35.589,2021-08-14 15:35:35.589,0,Dolphin Clicks                                    ,0,3,,
355,2021-08-14 15:35:37.125,125,2021-08-14 12:35:37.125,2021-08-14 15:35:37.125,0,Ship Noise                                        ,0,3,,
356,2021-08-14 15:35:38.125,125,2021-08-14 12:35:38.125,2021-08-14 15:35:38.125,0,Airguns                                           ,0,3,,
357,2021-08-14 16:04:18.850,850,2021-08-14 13:04:18.850,2021-08-14 16:04:18.850,0,NBW                                               ,0,3,,
358,2021-08-14 16:04:19.572,572,2021-08-14 13:04:19.572,2021-08-14 16:04:19.573,0,Sperm Whale                                       ,0,3,,
359,2021-08-14 16:04:20.390,390,2021-08-14 13:04:20.390,2021-08-14 16:04:20.390,0,Dolphin Clicks                                    ,0,3,,
360,2021-08-14 16:04:21.184,184,2021-08-14 13:04:21.184,2021-08-14 16:04:21.184,0,Dolphin Whistles                                  ,0,3,,
361,2021-08-14 16:04:22.000,0,2021-08-14 13:04:22.000,2021-08-14 16:04:22.000,0,Ship Noise                                        ,0,3,,
362,2021-08-14 16:04:23.236,236,2021-08-14 13:04:23.236,2021-08-14 16:04:23.237,0,Airguns                                           ,0,3,,
363,2021-08-14 17:08:39.245,245,2021-08-14 14:08:39.245,2021-08-14 17:08:39.245,0,NBW                                               ,0,3,,
364,2021-08-14 17:08:40.091,91,2021-08-14 14:08:40.091,2021-08-14 17:08:40.091,0,Sperm Whale                                       ,0,3,,
365,2021-08-14 17:08:41.043,43,2021-08-14 14:08:41.043,2021-08-14 17:08:41.043,0,Dolphin Clicks                                    ,0,3,,
366,2021-08-14 17:08:42.008,8,2021-08-14 14:08:42.008,2021-08-14 17:08:42.008,0,Dolphin Whistles                                  ,0,3,,
367,2021-08-14 17:08:42.761,761,2021-08-14 14:08:42.761,2021-08-14 17:08:42.761,0,Ship Noise                                        ,0,3,,
368,2021-08-14 17:08:43.713,713,2021-08-14 14:08:43.713,2021-08-14 17:08:43.713,0,Airguns                                           ,0,3,,
369,2021-08-14 17:08:51.296,296,2021-08-14 14:08:51.296,2021-08-14 17:08:51.296,0,NBW                                               ,1,3,,
370,2021-08-14 19:30:21.203,203,2021-08-14 16:30:21.203,2021-08-14 19:30:21.203,0,NBW                                               ,0,3,,
371,2021-08-14 19:30:22.117,117,2021-08-14 16:30:22.117,2021-08-14 19:30:22.117,0,Sperm Whale                                       ,0,3,,
372,2021-08-14 19:30:23.393,393,2021-08-14 16:30:23.393,2021-08-14 19:30:23.393,0,Dolphin Clicks                                    ,0,3,,
373,2021-08-14 19:30:24.440,440,2021-08-14 16:30:24.440,2021-08-14 19:30:24.440,0,Dolphin Whistles                                  ,0,3,,
374,2021-08-14 19:30:25.287,287,2021-08-14 16:30:25.287,2021-08-14 19:30:25.287,0,Ship Noise                                        ,0,3,,
375,2021-08-14 19:30:27.463,463,2021-08-14 16:30:27.463,2021-08-14 19:30:27.463,0,Airguns                                           ,0,3,,
376,2021-08-14 19:30:28.532,532,2021-08-14 16:30:28.532,2021-08-14 19:30:28.532,0,Other Noise                                       ,0,3,,
377,2021-08-14 20:03:02.185,185,2021-08-14 17:03:02.185,2021-08-14 20:03:02.185,0,NBW                                               ,0,3,,
378,2021-08-14 20:03:02.922,922,2021-08-14 17:03:02.922,2021-08-14 20:03:02.922,0,Sperm Whale                                       ,0,3,,
379,2021-08-14 20:03:03.823,823,2021-08-14 17:03:03.823,2021-08-14 20:03:03.823,0,Dolphin Clicks                                    ,0,3,,
380,2021-08-14 20:03:05.112,112,2021-08-14 17:03:05.112,2021-08-14 20:03:05.112,0,Dolphin Whistles                                  ,2,3,,
381,2021-08-14 20:03:06.094,94,2021-08-14 17:03:06.094,2021-08-14 20:03:06.094,0,Ship Noise                                        ,0,3,,
382,2021-08-14 20:03:06.927,927,2021-08-14 17:03:06.927,2021-08-14 20:03:06.927,0,Airguns                                           ,0,3,,
383,2021-08-14 20:03:07.819,819,2021-08-14 17:03:07.819,2021-08-14 20:03:07.819,0,Other Noise                                       ,0,3,,
384,2021-08-14 20:29:57.964,964,2021-08-14 17:29:57.964,2021-08-14 20:29:57.964,0,NBW                                               ,0,3,,
385,2021-08-14 20:29:58.683,683,2021-08-14 17:29:58.683,2021-08-14 20:29:58.683,0,Sperm Whale                                       ,0,3,,
386,2021-08-14 20:29:59.446,446,2021-08-14 17:29:59.446,2021-08-14 20:29:59.446,0,Dolphin Clicks                                    ,0,3,,
387,2021-08-14 20:30:00.318,318,2021-08-14 17:30:00.318,2021-08-14 20:30:00.318,0,Dolphin Whistles                                  ,0,3,,
388,2021-08-14 20:30:01.317,317,2021-08-14 17:30:01.317,2021-08-14 20:30:01.317,0,Ship Noise                                        ,0,3,,
389,2021-08-14 20:30:02.663,663,2021-08-14 17:30:02.663,2021-08-14 20:30:02.663,0,Airguns                                           ,0,3,,
390,2021-08-14 21:03:04.367,367,2021-08-14 18:03:04.367,2021-08-14 21:03:04.367,0,NBW                                               ,3,3,or could be pilot?                                ,
391,2021-08-14 21:03:05.370,370,2021-08-14 18:03:05.370,2021-08-14 21:03:05.370,0,Sperm Whale                                       ,0,3,,
392,2021-08-14 21:03:06.761,761,2021-08-14 18:03:06.761,2021-08-14 21:03:06.761,0,Dolphin Clicks                                    ,0,3,,
393,2021-08-14 21:03:11.525,525,2021-08-14 18:03:11.525,2021-08-14 21:03:11.525,0,Ship Noise                                        ,0,3,,
394,2021-08-14 21:03:13.473,473,2021-08-14 18:03:13.473,2021-08-14 21:03:13.473,0,Airguns                                           ,0,3,,
395,2021-08-14 21:03:14.505,505,2021-08-14 18:03:14.505,2021-08-14 21:03:14.505,0,Other Noise                                       ,0,3,,
396,2021-08-14 22:02:06.514,514,2021-08-14 19:02:06.514,2021-08-14 22:02:06.514,0,NBW                                               ,0,3,,
397,2021-08-14 22:02:08.142,142,2021-08-14 19:02:08.142,2021-08-14 22:02:08.142,0,Sperm Whale                                       ,0,3,,
398,2021-08-14 22:02:09.220,220,2021-08-14 19:02:09.220,2021-08-14 22:02:09.220,0,Dolphin Clicks                                    ,2,3,,
399,2021-08-14 22:02:10.277,277,2021-08-14 19:02:10.277,2021-08-14 22:02:10.277,0,Dolphin Whistles                                  ,2,3,,
400,2021-08-14 22:02:11.311,311,2021-08-14 19:02:11.311,2021-08-14 22:02:11.311,0,Ship Noise                                        ,0,3,,
401,2021-08-14 22:02:13.921,921,2021-08-14 19:02:13.921,2021-08-14 22:02:13.921,0,Airguns                                           ,0,3,,
402,2021-08-14 22:02:15.074,74,2021-08-14 19:02:15.074,2021-08-14 22:02:15.074,0,Other Noise                                       ,0,3,,
403,2021-08-14 23:04:11.910,910,2021-08-14 20:04:11.910,2021-08-14 23:04:11.910,0,NBW                                               ,0,3,,
404,2021-08-14 23:04:12.743,743,2021-08-14 20:04:12.743,2021-08-14 23:04:12.743,0,Sperm Whale                                       ,0,3,,
